country,field_name,avg_fcr,publication_count
Costa Rica,Creative Arts and Writing,4.7778947368421054,19
Uzbekistan,Earth Sciences,2.0384615384615383,13
Malta,Engineering,3.46875,8
Panama,"Commerce, Management, Tourism and Services",4.3292857142857155,14
Rwanda,Engineering,2.9783333333333331,6
Estonia,Mathematical Sciences,1.7850000000000001,2
Martinique,Health Sciences,2.5466666666666669,6
Barbados,Information and Computing Sciences,2.2116666666666669,6
Guyana,Creative Arts and Writing,2.5266666666666664,3
Uganda,Built Environment and Design,2.621875,16
Poland,,0.0,1
Saint Kitts and Nevis,"Commerce, Management, Tourism and Services",1.17,1
Uganda,Earth Sciences,2.8171428571428572,14
Cuba,"Agricultural, Veterinary and Food Sciences",2.2685714285714287,7
Ethiopia,"Language, Communication and Culture",17.005555555555556,9
Sudan,"Agricultural, Veterinary and Food Sciences",1.3930434782608696,23
Rwanda,Environmental Sciences,3.1211111111111105,9
Switzerland,Health Sciences,6.3822453450164307,1826
France,Chemical Sciences,3.5761395348837222,430
Belgium,Psychology,6.9514963503649643,274
Canada,Built Environment and Design,6.4547741935483867,775
Brazil,Physical Sciences,3.7936666666666663,60
Tanzania,Information and Computing Sciences,4.0161904761904763,42
Belarus,Health Sciences,2.6054545454545455,11
Cuba,Psychology,7.979,10
"Bonaire, Saint Eustatius and Saba ",Education,0.0,1
Bolivia,Built Environment and Design,0.0,2
Kuwait,Physical Sciences,8.8233333333333324,3
Mali,"Agricultural, Veterinary and Food Sciences",2.9233333333333333,3
Thailand,"History, Heritage and Archaeology",5.4116666666666662,30
Zambia,Creative Arts and Writing,3.9633333333333338,6
Kosovo,Creative Arts and Writing,5.876,5
Niger,Human Society,9.8340000000000014,5
Gabon,Biological Sciences,1.5390000000000001,10
Kenya,"History, Heritage and Archaeology",5.666666666666667,6
Ghana,Creative Arts and Writing,2.3634482758620687,29
Tunisia,Creative Arts and Writing,10.72857142857143,7
Venezuela,"Agricultural, Veterinary and Food Sciences",1.6275,12
Slovakia,"Language, Communication and Culture",5.559166666666667,24
Kazakhstan,Mathematical Sciences,4.421666666666666,6
Chad,Biomedical and Clinical Sciences,0.8671428571428571,7
Belize,Education,0.0,1
Guadeloupe,Health Sciences,1.99125,8
Portugal,Information and Computing Sciences,4.7393080939947749,766
Saudi Arabia,Biological Sciences,3.9741282746160764,1107
South Africa,Engineering,5.338825,400
Ireland,Psychology,6.2377366255144011,243
Argentina,Earth Sciences,1.5671428571428572,77
Lithuania,Creative Arts and Writing,1.6239999999999997,30
Lesotho,Economics,0.77,7
Timor Leste,Biomedical and Clinical Sciences,2.4642857142857144,14
Haiti,Biological Sciences,17.698,5
Madagascar,Human Society,3.0757142857142856,7
Saint Vincent and the Grenadines,Health Sciences,1.3566666666666667,3
Algeria,Law and Legal Studies,1.05,3
Kiribati,Earth Sciences,4.33,1
Malawi,Built Environment and Design,0.87333333333333329,3
Faroe Islands,"Agricultural, Veterinary and Food Sciences",3.55,1
Palau,Biological Sciences,2.47,1
Senegal,Mathematical Sciences,10.326666666666666,6
Luxembourg,"Agricultural, Veterinary and Food Sciences",5.048571428571428,7
Afghanistan,"Agricultural, Veterinary and Food Sciences",2.47,3
Haiti,Creative Arts and Writing,4.81,1
Brunei,"Language, Communication and Culture",4.70125,8
Kuwait,Law and Legal Studies,6.5316666666666663,6
Iceland,"History, Heritage and Archaeology",7.6366666666666667,3
Morocco,Physical Sciences,6.4622222222222225,9
Uzbekistan,Philosophy and Religious Studies,37.18333333333333,3
Yemen,"Agricultural, Veterinary and Food Sciences",4.156,5
Angola,"Commerce, Management, Tourism and Services",0.70857142857142863,7
Saint Lucia,Law and Legal Studies,0.0,1
Bhutan,Creative Arts and Writing,8.03,1
Latvia,Environmental Sciences,2.4584210526315791,19
Panama,Earth Sciences,1.1866666666666668,3
Algeria,Environmental Sciences,1.4375,12
Mali,Built Environment and Design,0.88,1
Cuba,"Language, Communication and Culture",2.4575,4
Mauritius,Law and Legal Studies,2.5583333333333336,6
Libya,Creative Arts and Writing,0.87,2
India,Earth Sciences,4.0895228467448472,2473
Spain,"History, Heritage and Archaeology",5.2008333333333363,228
Taiwan,Health Sciences,4.8620939734422874,979
Saint Lucia,Biomedical and Clinical Sciences,0.711,10
Qatar,Health Sciences,5.7519626168224356,321
Montenegro,Law and Legal Studies,1.615,2
Belize,Health Sciences,0.63874999999999993,8
Mauritius,Psychology,1.735,2
Eswatini,Earth Sciences,6.64,1
Monaco,Law and Legal Studies,1.9,2
North Macedonia,Information and Computing Sciences,4.3105714285714285,35
Burundi,Biomedical and Clinical Sciences,3.08375,8
Rwanda,Chemical Sciences,2.45,1
Republic of the Congo,"Agricultural, Veterinary and Food Sciences",1.8016666666666667,6
Timor Leste,Philosophy and Religious Studies,8.38,1
Serbia and Montenegro,Earth Sciences,2.085,2
Uzbekistan,Built Environment and Design,3.8514285714285714,14
El Salvador,Engineering,0.0,1
Poland,Creative Arts and Writing,2.9099475065616804,381
Cambodia,Built Environment and Design,2.773333333333333,3
Hungary,Psychology,4.3186075949367089,79
Guernsey,Biomedical and Clinical Sciences,3.3075,4
Saint Lucia,Education,3.95,2
Kuwait,Chemical Sciences,3.745,12
Botswana,Psychology,4.09,4
Jamaica,Environmental Sciences,1.03,4
Guyana,"Commerce, Management, Tourism and Services",1.3900000000000001,5
Guyana,Philosophy and Religious Studies,20.04,1
Belarus,"Language, Communication and Culture",0.42666666666666669,3
Namibia,Engineering,3.1283333333333334,6
Benin,Built Environment and Design,3.1550000000000002,2
Saint Kitts and Nevis,Education,3.44,1
Bahamas,Earth Sciences,0.0,1
Oman,Biomedical and Clinical Sciences,7.3272727272727272,330
Taiwan,Chemical Sciences,3.20560975609756,287
Botswana,Human Society,3.6766666666666663,39
Vatican,Health Sciences,0.0,1
Estonia,Biological Sciences,6.2393103448275866,58
Nigeria,Chemical Sciences,3.6013917525773209,194
New Zealand,Economics,7.9455714285714265,140
Brazil,,0.21250000000000002,8
Burkina Faso,Economics,3.0790909090909091,11
Democratic Republic of the Congo,Psychology,1.6533333333333338,3
Georgia,"History, Heritage and Archaeology",2.57,2
Grenada,Environmental Sciences,4.45,1
Bosnia and Herzegovina,Earth Sciences,1.3692307692307693,13
Laos,Information and Computing Sciences,0.72,2
Serbia and Montenegro,Biomedical and Clinical Sciences,1.93,1
Botswana,Physical Sciences,8.76,1
Liechtenstein,Built Environment and Design,2.3899999999999997,2
Saint Martin,Biological Sciences,5.07,1
Norfolk Island,Human Society,1.37,1
Jordan,"History, Heritage and Archaeology",4.068888888888889,9
Kazakhstan,"Commerce, Management, Tourism and Services",3.18005291005291,189
Paraguay,Biomedical and Clinical Sciences,2.1206493506493511,77
Slovenia,"History, Heritage and Archaeology",5.95181818181818,11
Nicaragua,Philosophy and Religious Studies,29.72,1
Samoa,Economics,0.0,1
Madagascar,"History, Heritage and Archaeology",3.625,2
Kenya,Biomedical and Clinical Sciences,4.6145522388059677,670
Republic of the Congo,"Commerce, Management, Tourism and Services",0.55333333333333334,6
Faroe Islands,Biomedical and Clinical Sciences,10.13111111111111,9
Mongolia,Information and Computing Sciences,0.96142857142857141,7
Brunei,Education,7.1886567164179089,67
Ecuador,Built Environment and Design,1.9089830508474581,59
Djibouti,Mathematical Sciences,3.02,1
Mali,"Commerce, Management, Tourism and Services",0.54,2
Haiti,"Commerce, Management, Tourism and Services",2.486,5
Saint Kitts and Nevis,Human Society,2.78,2
Syria,Creative Arts and Writing,27.22,2
Iceland,Law and Legal Studies,0.89,2
Burkina Faso,"Commerce, Management, Tourism and Services",7.123333333333334,6
Oman,Philosophy and Religious Studies,5.54,2
Senegal,"Language, Communication and Culture",0.0,1
Venezuela,Law and Legal Studies,1.9769230769230766,13
Austria,Human Society,8.3966605504587122,545
Ecuador,Biological Sciences,2.9807812499999993,128
Dominican Republic,Health Sciences,1.0978125,32
Croatia,Mathematical Sciences,7.1899999999999986,6
Latvia,Earth Sciences,2.2146153846153847,13
Tunisia,Physical Sciences,4.94,11
Nicaragua,Information and Computing Sciences,2.72,1
Sierra Leone,Mathematical Sciences,2.11,2
Libya,"Agricultural, Veterinary and Food Sciences",5.15,6
Laos,Health Sciences,7.9681818181818178,11
Ghana,Physical Sciences,8.8885714285714279,7
Burkina Faso,Information and Computing Sciences,0.885,6
Uzbekistan,"History, Heritage and Archaeology",14.87,2
Iraq,Biological Sciences,2.589133858267715,254
Slovenia,"Language, Communication and Culture",2.0356756756756758,37
Ethiopia,Biomedical and Clinical Sciences,4.64959549071618,1508
Romania,Economics,7.2559926470588225,272
Sri Lanka,"Agricultural, Veterinary and Food Sciences",3.6298333333333339,60
Lebanon,Engineering,6.4324074074074069,54
Oman,Education,11.890948275862064,116
Mauritius,Biomedical and Clinical Sciences,4.7474324324324346,74
Mongolia,Biological Sciences,4.7372727272727273,11
Bosnia and Herzegovina,Creative Arts and Writing,2.0671428571428572,14
Kosovo,"Agricultural, Veterinary and Food Sciences",9.85,1
Bahrain,"History, Heritage and Archaeology",5.555,2
Slovenia,Mathematical Sciences,4.4933333333333332,9
Angola,Earth Sciences,0.32,1
Honduras,Built Environment and Design,0.6025,4
Gibraltar,Earth Sciences,2.7,2
Jamaica,Biological Sciences,3.8,2
Mozambique,Psychology,2.12375,8
Republic of the Congo,Biomedical and Clinical Sciences,7.8567469879518113,83
Jordan,"Agricultural, Veterinary and Food Sciences",3.8894444444444449,36
Iceland,Mathematical Sciences,1.7166666666666668,3
Iraq,Psychology,5.7628571428571433,7
Azerbaijan,Creative Arts and Writing,2.21,4
Wallis and Futuna,Health Sciences,0.515,2
El Salvador,Environmental Sciences,2.0866666666666664,3
Costa Rica,"History, Heritage and Archaeology",0.51,4
El Salvador,Creative Arts and Writing,1.3880000000000001,5
Liberia,"Agricultural, Veterinary and Food Sciences",0.0,1
Sweden,"Commerce, Management, Tourism and Services",8.9277163712200327,959
Italy,"Language, Communication and Culture",6.0550279329608969,358
Senegal,Built Environment and Design,7.82,1
Myanmar,Environmental Sciences,0.59400000000000008,5
Lesotho,Engineering,1.61,1
Solomon Islands,Human Society,15.239999999999998,2
Moldova,Law and Legal Studies,4.57,4
Uzbekistan,Physical Sciences,2.5933333333333333,3
Timor Leste,"History, Heritage and Archaeology",6.13,1
Poland,Law and Legal Studies,4.8624568138195752,521
Malaysia,Philosophy and Religious Studies,6.4289999999999976,170
Mexico,Health Sciences,2.6908590102707723,1071
Taiwan,"Agricultural, Veterinary and Food Sciences",5.1081609195402322,174
Syria,"Agricultural, Veterinary and Food Sciences",3.654,5
Sao Tome and Principe,Biological Sciences,65.73,1
New Caledonia,Human Society,5.7799999999999994,2
Iceland,Creative Arts and Writing,2.2039999999999997,5
Panama,Chemical Sciences,1.6099999999999999,2
Jersey,"Commerce, Management, Tourism and Services",4.42,1
Bolivia,Engineering,3.5166666666666666,3
Gambia,Economics,0.905,4
Sierra Leone,Philosophy and Religious Studies,5.06,1
Armenia,Physical Sciences,0.49,1
Colombia,Environmental Sciences,3.8429850746268657,67
Estonia,Biomedical and Clinical Sciences,4.4097637795275588,127
Palestinian Territory,Biomedical and Clinical Sciences,4.0836966824644554,211
Croatia,Human Society,6.867,140
Zimbabwe,"History, Heritage and Archaeology",2.9011111111111112,9
Uganda,Philosophy and Religious Studies,4.2842857142857147,14
Mali,Economics,1.66,2
Kyrgyzstan,"Agricultural, Veterinary and Food Sciences",25.606666666666669,3
Honduras,"Agricultural, Veterinary and Food Sciences",4.96125,8
Venezuela,"Commerce, Management, Tourism and Services",1.096,20
Trinidad and Tobago,Law and Legal Studies,24.415,2
Republic of the Congo,Environmental Sciences,0.33,1
Liberia,Psychology,0.0,1
Armenia,"History, Heritage and Archaeology",0.0,2
Togo,"Agricultural, Veterinary and Food Sciences",3.2383333333333333,6
South Africa,Economics,5.5850852272727254,352
Comoros,"Agricultural, Veterinary and Food Sciences",4.51,1
Syria,Engineering,3.3963636363636365,11
Libya,Environmental Sciences,0.12,2
Panama,Creative Arts and Writing,0.45666666666666667,3
Myanmar,Chemical Sciences,5.7799999999999994,2
Niger,Environmental Sciences,7.92,1
Australia,"Commerce, Management, Tourism and Services",9.8502388735227591,3977
Germany,Economics,5.5440337837837879,1480
Algeria,Economics,3.713783783783783,37
Nepal,Education,2.6212500000000003,176
Chile,Creative Arts and Writing,4.5373863636363616,88
Ecuador,Earth Sciences,2.0837254901960782,51
Somalia,Biomedical and Clinical Sciences,2.7163461538461537,52
Ethiopia,Environmental Sciences,6.4293617021276592,47
British Virgin Islands,Health Sciences,4.46,1
French Polynesia,"Commerce, Management, Tourism and Services",2.54,1
French Polynesia,Physical Sciences,4.87,1
Guadeloupe,"Commerce, Management, Tourism and Services",15.84,1
Malta,Philosophy and Religious Studies,14.714999999999998,2
Jamaica,Philosophy and Religious Studies,5.9433333333333334,3
Comoros,Environmental Sciences,0.0,1
Trinidad and Tobago,"History, Heritage and Archaeology",0.0,1
Japan,Chemical Sciences,2.6746085672082724,677
Singapore,Engineering,7.247157107231919,401
Luxembourg,Biological Sciences,4.8694827586206886,58
Honduras,Health Sciences,1.1102777777777777,36
Croatia,Physical Sciences,2.33,2
Mauritania,Human Society,0.0,2
Republic of the Congo,Human Society,2.4633333333333334,3
Liberia,Information and Computing Sciences,2.546,5
Madagascar,Built Environment and Design,4.16,3
Togo,Environmental Sciences,0.12333333333333332,3
Finland,Health Sciences,5.66140089418778,671
Indonesia,"Language, Communication and Culture",2.803645007923933,1893
Italy,Built Environment and Design,5.8500646551724182,1392
Kuwait,Health Sciences,7.83,88
Latvia,Philosophy and Religious Studies,4.0831578947368428,19
Albania,Biomedical and Clinical Sciences,2.566,120
Guatemala,Environmental Sciences,5.1625,4
Aruba,Education,3.15,1
French Guiana,Creative Arts and Writing,0.0,1
United States,Philosophy and Religious Studies,9.9823000000000039,2400
Namibia,Biological Sciences,2.172,10
Cyprus,Health Sciences,4.00476439790576,191
Cuba,Physical Sciences,0.0,1
Georgia,Health Sciences,3.2626470588235295,34
Kazakhstan,Chemical Sciences,3.371052631578948,38
Ghana,Philosophy and Religious Studies,6.8033333333333328,21
Gabon,Engineering,9.265,2
Costa Rica,"Agricultural, Veterinary and Food Sciences",1.6084210526315788,19
Mongolia,Engineering,1.5299999999999998,3
Antigua and Barbuda,Chemical Sciences,4.3149999999999995,2
Nepal,Physical Sciences,37.8,1
Japan,Engineering,2.7562879322512348,1417
Ecuador,Mathematical Sciences,5.6345454545454547,11
Uzbekistan,Education,3.6752499999999997,40
Greenland,"Agricultural, Veterinary and Food Sciences",15.16,1
Liberia,Environmental Sciences,3.0749999999999997,2
Cayman Islands,Human Society,0.0,1
Sao Tome and Principe,Environmental Sciences,1.085,2
Grenada,Education,10.996666666666666,3
Central African Republic,Philosophy and Religious Studies,0.0,1
Mongolia,Built Environment and Design,2.9,1
Togo,Engineering,4.1933333333333334,3
Romania,Biomedical and Clinical Sciences,5.8090229645093876,2395
Slovenia,Education,10.899295774647884,142
Argentina,"History, Heritage and Archaeology",2.3558536585365859,41
Iceland,Health Sciences,4.5701428571428568,70
Jersey,Biological Sciences,0.87,3
Guadeloupe,Mathematical Sciences,0.0,1
Guinea,Biological Sciences,2.3525,4
El Salvador,"Agricultural, Veterinary and Food Sciences",0.28,1
Cayman Islands,Economics,0.0,1
Austria,"Agricultural, Veterinary and Food Sciences",7.604770642201836,109
Mexico,Physical Sciences,9.4157142857142873,42
Azerbaijan,Chemical Sciences,2.8800000000000003,7
Jamaica,Creative Arts and Writing,0.0,2
Rwanda,Mathematical Sciences,5.4,1
Slovakia,Physical Sciences,9.1466666666666665,3
Samoa,"Commerce, Management, Tourism and Services",3.34,1
United States,Education,6.0004551714140728,13797
Greece,Health Sciences,5.2883177570093451,642
Peru,Human Society,3.9367647058823554,272
Morocco,Biological Sciences,3.8436627906976741,172
Botswana,Biomedical and Clinical Sciences,12.83342105263158,76
Ghana,Biological Sciences,2.6320879120879117,91
Ukraine,Physical Sciences,3.2027272727272735,11
Togo,Information and Computing Sciences,0.36,5
Kenya,Information and Computing Sciences,3.3090566037735849,53
El Salvador,Information and Computing Sciences,3.7954545454545454,11
Cyprus,Physical Sciences,10.035,2
Somalia,"Commerce, Management, Tourism and Services",0.676,5
Gambia,Earth Sciences,3.48,1
Grenada,Economics,16.78,1
United States,"Language, Communication and Culture",7.0880864197530915,2916
Israel,Mathematical Sciences,4.177999999999999,35
Honduras,Information and Computing Sciences,1.4164285714285714,14
South Sudan,Engineering,2.625,2
Marshall Islands,Health Sciences,2.28,3
Tonga,Education,0.0,3
Yemen,Psychology,7.9633333333333347,3
Pakistan,Economics,18.02982035928143,334
Gambia,Health Sciences,5.1778378378378367,37
Senegal,Education,2.0638461538461539,13
Israel,Physical Sciences,11.071538461538463,26
Cambodia,Chemical Sciences,2.92,1
Bolivia,Economics,2.4166666666666665,3
Syria,Human Society,0.0,2
French Southern Territories,Biomedical and Clinical Sciences,0.0,1
Sierra Leone,"History, Heritage and Archaeology",27.03,1
Djibouti,Biomedical and Clinical Sciences,1.5,3
Australia,Law and Legal Studies,8.0917236467236542,702
Kazakhstan,Law and Legal Studies,3.8962162162162168,37
Zimbabwe,Earth Sciences,2.5071428571428576,21
Azerbaijan,"Agricultural, Veterinary and Food Sciences",3.4766666666666666,3
Bahamas,Philosophy and Religious Studies,0.0,1
Paraguay,Built Environment and Design,0.0,3
Honduras,Environmental Sciences,1.3666666666666667,3
Djibouti,Health Sciences,0.47,1
"Bonaire, Saint Eustatius and Saba ","Commerce, Management, Tourism and Services",1.35,1
Somalia,Philosophy and Religious Studies,11.91,1
Bulgaria,Biomedical and Clinical Sciences,3.4636721991701234,482
Indonesia,Biological Sciences,1.5533614457831335,830
Israel,Chemical Sciences,4.0213684210526317,95
Moldova,Biomedical and Clinical Sciences,1.2151578947368424,95
Albania,"Language, Communication and Culture",14.01,2
Moldova,Human Society,1.3027777777777778,18
Cuba,Built Environment and Design,4.934,5
Aruba,Biological Sciences,0.34,2
Montenegro,Philosophy and Religious Studies,3.21,1
Bosnia and Herzegovina,Philosophy and Religious Studies,9.27,6
Gambia,Psychology,4.585,2
Tanzania,Mathematical Sciences,6.8788888888888886,9
Venezuela,Chemical Sciences,5.7766666666666664,3
North Korea,"Agricultural, Veterinary and Food Sciences",8.6,1
Slovakia,"Commerce, Management, Tourism and Services",4.0020761904761928,525
Nepal,"Commerce, Management, Tourism and Services",1.8494314381270913,299
Chile,Law and Legal Studies,5.2285714285714286,77
Lithuania,"Commerce, Management, Tourism and Services",5.6829629629629634,324
Tajikistan,Health Sciences,1.89,1
Kenya,Education,2.9451020408163275,98
Niger,Philosophy and Religious Studies,0.0,1
Saudi Arabia,"Commerce, Management, Tourism and Services",10.744818548387098,992
Russia,Engineering,3.0496818181818206,660
Spain,Built Environment and Design,6.0911678004535155,882
Bangladesh,Philosophy and Religious Studies,4.257428571428572,35
Sweden,Earth Sciences,3.560695652173913,115
Democratic Republic of the Congo,Environmental Sciences,12.63,1
Afghanistan,"Language, Communication and Culture",4.0249999999999995,4
Iceland,Chemical Sciences,3.2399999999999998,2
Haiti,Psychology,2.38,2
Tuvalu,Health Sciences,0.4,1
Kyrgyzstan,Philosophy and Religious Studies,0.0,1
Albania,Philosophy and Religious Studies,0.0,1
Finland,Human Society,6.7999315068493109,584
Iraq,"Commerce, Management, Tourism and Services",4.7495918367346981,196
Ireland,Earth Sciences,3.6524615384615391,65
Fiji,Information and Computing Sciences,5.7647619047619028,21
Senegal,Environmental Sciences,2.4375,8
Martinique,Human Society,4.34,1
Isle of Man,Environmental Sciences,0.0,2
Madagascar,Earth Sciences,0.7725,4
Nigeria,Biological Sciences,2.603775743707093,437
South Africa,"History, Heritage and Archaeology",4.0000000000000009,71
Luxembourg,Economics,4.5786666666666669,30
Afghanistan,Biological Sciences,2.3127272727272725,11
Georgia,Built Environment and Design,0.0725,4
Greenland,"Commerce, Management, Tourism and Services",0.0,1
Saint Martin,Health Sciences,8.89,1
Pakistan,Law and Legal Studies,6.662424242424243,33
United Kingdom,Mathematical Sciences,8.7199665551839534,299
Malawi,Earth Sciences,0.535,4
Nicaragua,Earth Sciences,0.39666666666666667,3
Georgia,Engineering,5.6999999999999993,7
Palestinian Territory,Chemical Sciences,2.5575,4
Malta,Chemical Sciences,6.07,1
Maldives,Law and Legal Studies,4.2,1
Aruba,Human Society,18.46,1
Equatorial Guinea,Health Sciences,0.0,1
Brazil,Chemical Sciences,2.6263341968911917,772
Saudi Arabia,Engineering,6.4765961732124859,993
Bangladesh,Education,5.3431208053691277,298
Indonesia,Physical Sciences,3.0226923076923078,26
Finland,Environmental Sciences,4.3576712328767133,73
Bosnia and Herzegovina,"Agricultural, Veterinary and Food Sciences",7.5173333333333341,15
Reunion,Built Environment and Design,6.57,1
Sudan,Information and Computing Sciences,9.4454545454545471,11
Mauritania,Biomedical and Clinical Sciences,2.428,10
Panama,Law and Legal Studies,4.69,1
Botswana,Philosophy and Religious Studies,6.25,2
Belize,Environmental Sciences,3.9866666666666672,3
Cameroon,Physical Sciences,2.8,1
Iran,Engineering,4.8320120724346092,994
Croatia,Psychology,4.7186153846153855,65
Zimbabwe,Health Sciences,4.5165693430656937,137
Czechia,Law and Legal Studies,6.1120833333333344,72
Vietnam,Creative Arts and Writing,2.96,26
Cambodia,Human Society,4.3707142857142864,14
Vatican,Biomedical and Clinical Sciences,0.79,1
Sierra Leone,Earth Sciences,4.545,2
Democratic Republic of the Congo,Philosophy and Religious Studies,2.64,1
,Health Sciences,1.2935385304659515,33480
India,Engineering,4.1381355633802812,5680
Italy,Chemical Sciences,4.1323638232271334,973
Netherlands,Environmental Sciences,7.1306593406593421,182
Tunisia,Health Sciences,3.6571176470588243,170
Bulgaria,Chemical Sciences,2.3961538461538456,52
Tanzania,Psychology,1.4766666666666666,6
Bulgaria,Environmental Sciences,0.985,8
Madagascar,Economics,1.2200000000000002,2
Jersey,Philosophy and Religious Studies,1.06,1
Belarus,Law and Legal Studies,3.2700000000000005,11
Belarus,Earth Sciences,1.8250000000000002,2
Turkmenistan,"Agricultural, Veterinary and Food Sciences",0.0,1
Montenegro,Psychology,0.0,1
Svalbard and Jan Mayen,Law and Legal Studies,0.0,1
Croatia,Information and Computing Sciences,4.5407772020725377,193
Azerbaijan,Biomedical and Clinical Sciences,2.7855999999999996,50
Ecuador,"Language, Communication and Culture",2.2630303030303032,33
South Africa,"Agricultural, Veterinary and Food Sciences",4.843943089430895,246
Monaco,Human Society,0.265,2
Malawi,Mathematical Sciences,28.52,1
Kosovo,"History, Heritage and Archaeology",0.0,1
"Bonaire, Saint Eustatius and Saba ",Biological Sciences,2.045,2
Namibia,"Language, Communication and Culture",0.0,1
China,Creative Arts and Writing,5.9437142857142833,910
Egypt,Creative Arts and Writing,11.054537037037031,108
Turkey,Environmental Sciences,5.7132307692307664,195
Guinea-Bissau,Creative Arts and Writing,11.4,1
Turkmenistan,Information and Computing Sciences,1.33,2
Isle of Man,"Commerce, Management, Tourism and Services",0.0,1
Ecuador,Health Sciences,4.0381151832460729,191
China,Built Environment and Design,7.5111998870694476,3542
Iraq,Information and Computing Sciences,4.6151920693928155,807
Kyrgyzstan,Health Sciences,1.6475,8
Albania,Creative Arts and Writing,0.52333333333333332,6
Dominican Republic,Biological Sciences,2.94,14
Fiji,Environmental Sciences,7.4069230769230785,13
Bulgaria,Philosophy and Religious Studies,1.474,5
Taiwan,Philosophy and Religious Studies,13.336818181818181,22
Mongolia,"Language, Communication and Culture",0.0,2
Tunisia,"Commerce, Management, Tourism and Services",8.516228710462288,411
Nigeria,Biomedical and Clinical Sciences,3.3799232245681381,2084
Ireland,Human Society,5.8583534743202446,662
Ukraine,"History, Heritage and Archaeology",3.2672093023255817,43
Latvia,Psychology,2.0100000000000007,10
Philippines,Law and Legal Studies,3.0315151515151513,33
Sierra Leone,Biomedical and Clinical Sciences,2.9268493150684933,73
Algeria,Physical Sciences,3.7433333333333327,18
Moldova,Engineering,0.6366666666666666,3
Saint Martin,Information and Computing Sciences,1.49,1
Isle of Man,Human Society,8.7,1
Papua New Guinea,"Language, Communication and Culture",2.67,1
United Arab Emirates,Health Sciences,6.78835117773019,467
United States,Environmental Sciences,5.2051549145299152,1872
Jamaica,Education,2.7997297297297292,37
Bosnia and Herzegovina,Health Sciences,2.7657352941176465,68
Malawi,Engineering,4.5360000000000005,5
Armenia,Chemical Sciences,0.62666666666666671,6
Burkina Faso,"Agricultural, Veterinary and Food Sciences",2.0226315789473683,19
Azerbaijan,Engineering,3.6622222222222223,9
Mozambique,"History, Heritage and Archaeology",13.72,1
Namibia,"History, Heritage and Archaeology",10.283333333333331,3
Zambia,Law and Legal Studies,0.0,1
Republic of the Congo,Engineering,1.5,1
United Kingdom,Physical Sciences,8.4835074626865676,134
Hungary,Built Environment and Design,7.6977319587628887,97
Laos,Biological Sciences,43.456666666666663,3
Brunei,Human Society,6.3712500000000007,40
Equatorial Guinea,Biological Sciences,1.225,2
Kenya,Mathematical Sciences,3.188421052631579,19
Madagascar,"Agricultural, Veterinary and Food Sciences",5.8983333333333325,6
Faroe Islands,Mathematical Sciences,8.45,1
Tanzania,Philosophy and Religious Studies,0.0,2
Liberia,Education,0.93,1
Sweden,Health Sciences,5.5823219658976919,1994
Malaysia,"Commerce, Management, Tourism and Services",7.6957878889260707,2989
Brazil,"Commerce, Management, Tourism and Services",3.432808848080136,2396
Latvia,Human Society,1.9512121212121214,66
Bhutan,Biomedical and Clinical Sciences,3.0081818181818183,33
Brunei,Chemical Sciences,8.7736363636363635,11
Togo,Built Environment and Design,0.0,1
Colombia,Biomedical and Clinical Sciences,3.5256485849056611,1696
Singapore,Built Environment and Design,9.0420725388601042,193
Cyprus,Information and Computing Sciences,9.0065189873417673,158
Ukraine,Psychology,1.9236718749999995,128
Monaco,Creative Arts and Writing,3.83,1
Mayotte,Mathematical Sciences,1.52,1
Jamaica,"Language, Communication and Culture",24.134999999999998,4
Trinidad and Tobago,Built Environment and Design,5.4666666666666668,3
Nicaragua,Biological Sciences,1.585,2
Saint Pierre and Miquelon,Health Sciences,0.0,1
Canada,Engineering,5.02818330605565,1222
France,Earth Sciences,4.3358021390374333,374
Vietnam,Earth Sciences,4.0391025641025644,78
Turkey,Biological Sciences,2.8038656987295867,1102
Hungary,Mathematical Sciences,3.4734782608695647,23
Nepal,Biological Sciences,2.0922916666666667,96
Chad,Human Society,20.052500000000002,4
Moldova,Psychology,0.0,4
San Marino,Health Sciences,3.7800000000000002,4
Nicaragua,Psychology,0.0,2
South Sudan,"Commerce, Management, Tourism and Services",1.26,1
Aruba,Environmental Sciences,1.93,1
Pakistan,Biomedical and Clinical Sciences,4.5458869594824689,2937
Switzerland,Economics,6.2315856777493615,391
France,Economics,6.9069312169312171,756
Bulgaria,Creative Arts and Writing,3.7596363636363632,55
Vietnam,"Agricultural, Veterinary and Food Sciences",3.8156603773584905,106
Colombia,Law and Legal Studies,2.5513761467889915,109
Bhutan,Environmental Sciences,18.67,1
Sao Tome and Principe,Education,2.06,1
Honduras,Philosophy and Religious Studies,0.54499999999999993,2
Barbados,"Language, Communication and Culture",50.02,1
Niger,Education,1.13,1
Romania,Information and Computing Sciences,4.3766531440162266,493
United Kingdom,Education,7.3551086717892424,4555
Australia,Philosophy and Religious Studies,11.266411483253579,418
Germany,"Agricultural, Veterinary and Food Sciences",6.1663258232235671,577
Israel,Psychology,4.3583622047244059,635
Italy,Law and Legal Studies,8.3062045060658569,577
Spain,Biomedical and Clinical Sciences,5.8574494374715416,15377
Poland,Education,5.81015410958904,584
Cuba,Health Sciences,1.7786764705882359,68
China,Human Society,8.285137513751371,3636
United States,Biological Sciences,5.73083362707085,22696
India,Human Society,4.2597589616810865,3236
Thailand,Biomedical and Clinical Sciences,4.3068884540117409,2555
